UserID,Age,NumberOfPeople,BookingDay,BookingMonth,CheckInDay,CheckInMonth,NumberOfDaysFromBooking,NumberOfDaysOfStay,LocationOfHotel,TravellerLocation,HotelType,TravelType,Price
883,50,1,4,11,2,12,26,9,6,3,1,1,1249
123,29,3,1,7,4,7,17,12,4,2,1,1,4581
267,25,3,7,1,1,2,22,10,6,2,3,1,5322
123,53,3,3,6,1,6,5,14,1,4,3,1,5009
361,53,2,7,3,7,4,21,3,7,7,3,1,11459
712,52,1,5,1,2,1,25,21,1,6,3,2,1420
883,59,1,4,2,3,3,27,28,4,5,3,2,1215
982,28,4,6,6,5,6,20,7,6,2,1,1,3247
267,38,4,6,7,1,7,2,28,2,4,3,1,5367
552,39,3,3,10,7,11,25,16,6,2,2,2,909
267,44,4,1,10,6,11,19,13,5,3,4,2,5552
267,47,3,3,11,5,12,30,16,7,7,3,2,5303
552,27,3,7,3,5,4,26,20,1,3,2,2,856
712,27,4,1,12,5,12,4,7,2,1,4,1,1139
267,50,4,1,9,4,10,24,24,2,5,3,1,5270
267,34,1,4,9,5,9,1,7,6,6,4,1,5910
552,66,4,1,8,4,9,17,4,3,6,1,2,822
712,61,3,7,5,7,5,28,27,6,3,1,1,1126
267,31,4,7,9,4,9,11,16,4,6,1,2,5182
123,41,1,3,9,7,10,4,13,5,5,1,1,4514
543,35,3,7,3,1,3,1,29,5,3,4,1,2389
552,52,1,5,9,1,9,3,9,2,1,4,2,978
123,45,1,2,6,6,7,25,30,6,1,1,2,5047
267,28,2,5,7,6,7,15,24,5,1,4,1,5689
123,53,4,7,8,5,9,12,8,4,7,3,2,5140
982,24,1,7,7,1,7,8,10,1,1,4,1,4255
361,70,1,4,2,4,3,13,19,7,1,1,1,11523
552,59,2,6,10,2,10,10,3,2,5,4,2,953
362,55,2,6,5,7,6,29,28,5,2,4,2,2246
354,39,3,6,3,7,4,15,2,2,7,2,1,6346
552,35,4,2,7,7,8,26,7,7,2,1,1,776
361,31,1,7,12,2,12,2,20,6,6,1,1,11163
552,54,4,6,10,1,11,30,18,2,4,4,2,832
552,22,1,1,10,4,11,17,26,4,7,1,2,761
361,58,4,1,2,5,2,11,8,4,1,4,2,11933
354,45,1,6,11,4,12,19,19,7,3,2,1,7327
883,61,1,4,8,5,9,22,10,7,7,2,2,1859
552,69,3,4,1,5,1,8,15,6,3,1,2,889
712,29,1,2,7,5,7,3,9,5,5,2,2,1400
123,63,3,2,12,5,12,10,18,6,2,2,1,4779
552,69,4,6,8,7,9,29,30,1,4,3,1,567
543,60,3,7,5,2,5,16,16,6,7,1,2,2118
543,46,1,1,12,3,12,2,10,5,3,3,1,2602
552,45,1,2,9,2,10,28,2,5,6,4,1,956
267,59,2,3,4,1,5,5,9,3,1,3,2,5864
552,50,2,4,4,7,4,10,20,7,1,2,1,567
982,38,4,4,8,5,9,29,12,6,3,2,2,4602
552,60,4,1,2,2,2,8,4,1,6,3,1,601
362,58,1,2,11,1,12,13,26,4,5,1,1,2441
267,34,1,2,11,3,11,8,27,1,5,2,2,5683
883,51,4,7,3,1,3,8,7,2,2,4,1,1160
982,59,1,3,12,2,12,20,10,2,6,3,2,4804
543,27,3,4,6,2,6,12,26,7,1,1,1,2618
712,23,4,3,11,5,11,2,28,6,3,3,1,1024
361,35,2,6,4,4,4,19,2,4,3,1,1,11499
543,41,1,6,4,7,4,1,2,1,1,2,2,2121
543,45,4,5,3,1,3,24,26,2,7,2,2,2007
543,20,2,3,3,6,4,17,12,7,2,4,1,2159
543,36,3,7,9,6,10,27,3,1,7,3,1,2658
982,58,2,1,6,6,7,26,4,7,3,1,1,3882
267,34,1,5,9,1,10,24,9,3,2,2,1,5802
883,20,2,3,11,7,12,18,11,1,4,1,2,1456
362,43,2,1,6,1,7,7,28,4,2,4,1,1514
712,44,4,5,11,5,12,21,8,3,3,2,2,1235
982,56,4,1,12,3,1,30,9,6,4,4,2,3721
267,50,4,1,7,3,7,9,4,6,4,2,2,5035
123,38,3,7,3,4,4,11,6,7,3,1,1,5019
552,64,1,5,2,6,2,8,26,2,4,1,2,948
712,61,3,4,5,3,5,6,22,7,6,3,2,1280
362,39,3,7,2,2,2,2,20,4,3,4,1,2043
712,49,4,2,11,3,11,15,19,1,1,4,2,1463
123,49,4,2,5,3,5,15,12,6,6,4,1,5289
123,59,4,1,9,3,10,23,27,2,1,4,2,4861
543,61,4,6,5,1,6,30,12,6,1,2,1,2415
982,56,1,2,12,3,12,1,30,6,7,3,2,4479
552,22,3,3,12,4,1,29,8,5,5,3,1,795
354,50,4,5,11,4,11,20,18,2,2,2,1,6025
543,54,4,6,12,7,1,29,29,5,6,2,2,2993
361,56,1,7,9,3,10,24,18,6,1,2,1,11944
982,35,2,5,9,1,10,17,1,2,2,4,1,3377
354,24,3,3,7,5,7,2,26,1,2,2,2,7228
361,38,1,1,3,1,4,21,3,2,2,3,1,11101
123,45,4,2,4,6,5,25,9,2,6,1,2,4774
543,36,3,4,8,7,8,3,6,5,3,4,1,2292
354,40,2,5,11,3,12,19,17,6,5,3,1,6197
267,57,4,2,8,1,8,20,22,2,5,3,1,5251
883,50,2,1,9,7,10,20,11,1,4,1,2,1529
354,26,4,7,10,5,10,5,1,6,4,2,2,6074
267,44,2,2,3,5,3,10,2,6,4,3,2,5780
354,27,2,1,9,6,9,12,16,3,7,4,2,7070
354,20,4,3,3,7,3,18,1,5,4,2,1,6205
354,34,2,1,2,7,3,20,4,3,7,3,2,7503
267,60,2,5,4,4,4,20,9,7,1,4,2,5508
712,48,2,5,9,4,9,6,7,1,1,4,1,1293
123,46,3,2,10,7,10,5,25,7,7,2,1,4764
267,59,3,7,1,1,2,29,19,6,6,2,1,5103
361,33,1,6,4,3,5,25,7,2,4,3,2,11539
712,53,3,3,11,3,12,14,1,6,7,4,2,1334
543,50,4,4,7,6,7,16,1,5,4,3,1,2334
552,64,1,5,1,6,1,1,19,3,7,4,1,852
267,53,1,1,6,1,7,28,20,6,6,1,2,5402
543,25,4,2,5,5,6,17,3,5,6,1,1,2614
543,70,1,2,3,7,4,19,3,2,3,3,1,2409
982,38,1,2,7,6,8,25,21,3,5,2,2,3106
362,61,1,5,11,6,12,22,19,6,7,3,1,1953
123,34,4,6,12,1,1,16,26,6,4,4,2,4566
982,37,2,3,11,5,12,30,20,4,7,3,2,3921
361,70,4,3,4,5,5,23,23,1,1,1,2,11349
361,27,4,6,11,7,12,22,28,6,6,2,1,11519
361,68,1,1,10,2,11,29,23,4,3,2,1,11724
543,42,4,6,9,6,10,28,7,4,3,4,2,2147
354,31,3,5,11,6,11,8,20,2,6,2,2,6037
883,63,1,3,4,4,4,1,15,2,5,1,1,1133
543,43,3,2,9,3,10,29,3,4,3,4,2,2674
552,29,2,5,9,2,10,4,19,3,2,2,1,679
354,62,2,7,7,5,7,12,27,1,1,2,1,7657
354,40,3,3,7,4,7,8,11,3,3,1,1,7320
362,41,3,7,6,3,7,24,8,5,7,1,1,2423
552,61,4,1,1,5,2,18,7,4,7,3,1,772
543,65,1,4,3,7,4,24,11,1,2,4,2,2563
267,65,1,5,8,4,8,6,12,7,1,3,2,5543
267,48,1,2,5,4,6,16,28,4,3,2,1,5516
123,67,4,1,11,4,12,24,28,2,5,1,2,5189
267,24,2,3,7,4,8,8,9,1,7,2,1,5055
362,48,2,5,6,5,6,14,25,3,2,1,1,2220
362,28,2,5,7,3,7,12,29,4,6,1,2,1566
362,49,3,3,12,6,1,24,18,4,3,2,2,1739
362,54,3,6,10,2,10,10,26,6,6,1,1,1544
982,39,1,7,1,1,1,1,23,5,5,2,2,4490
552,56,3,4,7,3,8,27,28,5,3,3,2,525
354,20,4,1,6,4,7,24,26,7,1,2,1,6171
982,59,3,7,9,4,10,11,16,7,5,3,1,4691
712,30,2,7,9,1,10,22,2,4,2,3,2,1319
982,39,1,5,4,6,5,22,19,4,3,2,1,4226
712,41,4,7,8,1,9,15,13,2,5,2,1,1006
982,55,4,5,2,7,3,23,28,6,3,2,1,3882
712,44,4,7,1,2,1,9,30,1,6,3,1,1144
543,65,4,3,7,7,7,4,18,2,4,2,1,2456
354,41,3,5,6,4,7,6,3,3,6,2,2,7401
354,66,2,3,12,7,1,18,13,3,1,3,2,6205
883,42,2,4,10,3,11,27,21,5,4,4,2,1556
361,24,2,1,9,3,9,23,24,4,4,3,2,11593
361,45,4,5,11,6,12,15,12,4,7,4,2,11687
543,56,3,5,8,2,9,18,11,1,6,4,1,2907
354,41,4,3,6,7,6,4,7,3,4,4,2,7300
362,68,1,7,7,7,8,21,2,4,1,1,1,2203
361,23,4,7,9,7,10,7,24,3,6,2,1,11026
267,61,3,1,10,2,10,1,6,1,7,2,1,5802
982,28,4,3,12,3,1,28,29,6,2,2,2,4682
354,61,1,7,3,1,4,15,6,6,4,3,1,6532
552,40,3,6,9,6,10,28,12,4,2,2,2,882
267,27,1,6,2,4,2,5,14,5,4,2,2,5484
267,49,3,3,9,3,10,28,29,3,6,3,1,5052
883,65,3,5,11,1,12,10,27,4,2,2,1,1116
712,68,1,5,11,4,11,20,2,7,3,1,2,1038
362,48,3,5,5,2,5,4,2,2,3,1,2,1958
362,61,1,6,11,4,11,5,11,2,1,1,2,1698
354,22,2,7,8,2,9,16,26,2,1,1,1,6342
361,64,1,6,4,2,5,10,22,7,3,4,2,11369
712,29,4,3,8,3,8,21,7,2,4,2,1,1192
354,27,1,7,7,4,8,11,18,1,6,4,2,7994
712,57,3,7,8,3,9,10,12,2,3,3,2,1109
361,24,4,2,10,1,10,13,20,2,3,4,2,11770
362,47,3,2,2,4,3,30,23,5,1,4,1,2232
362,70,1,2,9,1,10,20,4,6,2,2,1,2458
123,62,2,6,2,6,2,7,8,4,1,2,1,4948
362,34,1,2,2,4,2,2,9,5,5,2,1,1872
354,23,1,3,9,5,10,16,10,3,2,1,2,7121
552,57,1,1,8,5,8,4,15,4,2,2,2,964
883,59,4,3,9,4,9,15,29,7,1,3,1,1675
123,58,3,6,7,5,8,6,21,1,5,4,1,4819
712,34,2,5,11,5,12,28,3,2,3,1,2,1361
712,61,3,3,12,1,1,19,21,5,3,4,2,1318
543,20,1,4,3,2,4,26,2,5,7,3,2,2660
552,65,3,3,8,4,9,22,24,4,3,1,2,671
543,47,1,1,1,1,1,7,30,6,6,1,2,2899
712,40,3,3,11,5,12,16,9,2,7,3,1,1440
982,49,2,7,8,4,9,25,24,2,4,2,1,3439
354,57,3,4,4,6,4,16,26,7,4,4,1,6527
123,44,4,5,6,4,6,6,16,5,2,2,1,5451
712,37,1,2,4,5,4,10,20,1,4,4,1,1159
982,60,3,7,12,2,1,23,13,4,4,1,1,4170
361,62,2,4,9,2,9,5,30,4,2,1,1,11776
123,64,2,1,1,2,1,1,7,1,3,1,1,5356
883,26,4,4,3,4,4,28,21,5,4,2,2,1113
543,64,3,3,8,3,8,7,1,2,2,3,2,2908
552,62,2,3,11,5,12,30,3,1,5,3,1,553
883,56,3,2,7,6,7,25,11,7,5,3,2,1882
543,27,2,1,1,5,2,18,1,5,5,4,1,2594
267,59,4,5,7,7,8,23,8,5,4,1,1,5849
354,56,2,2,11,4,12,30,14,1,3,3,2,7588
267,44,2,2,7,7,8,19,16,6,7,4,1,5977
982,36,4,3,12,6,12,10,4,2,6,4,2,4453
982,22,4,5,1,6,2,29,10,1,2,3,1,3561
123,47,4,5,9,4,10,20,22,1,6,4,1,4845
982,52,2,5,12,2,1,11,14,6,3,4,2,3522
883,35,3,1,11,6,11,5,6,5,6,1,2,1696
543,61,1,1,4,4,4,10,16,6,1,3,1,2961
982,44,2,1,7,2,7,8,11,3,4,4,2,3660
362,43,2,4,3,3,3,6,3,4,6,1,2,2433
123,63,3,1,8,2,9,29,25,7,1,2,1,4577
267,65,3,4,3,4,4,21,20,5,1,3,2,5260
354,51,3,4,10,7,10,3,21,4,7,1,2,7108
123,56,3,6,5,1,5,9,29,7,5,3,2,5097
354,56,2,5,7,7,8,30,13,7,5,2,2,6941
883,34,1,3,5,5,5,23,30,2,3,4,1,1613
552,51,2,2,9,4,9,16,25,4,6,4,2,731
883,57,3,6,7,6,7,28,26,2,6,2,2,1308
123,58,3,6,9,1,9,16,28,1,7,3,2,5117
712,50,3,4,4,4,5,21,30,5,4,2,1,1407
267,33,2,4,4,5,5,22,9,5,4,3,2,5454
361,69,3,3,9,1,9,12,17,7,5,3,2,11465
354,43,3,1,5,3,6,16,4,2,7,1,2,6299
712,40,1,4,3,7,3,17,22,1,7,2,2,1364
543,70,2,2,12,3,12,1,26,2,1,4,2,2329
552,28,4,1,10,2,11,29,26,7,6,3,2,713
361,51,3,5,10,5,10,7,19,7,7,1,1,11233
267,49,1,1,5,4,6,24,8,1,7,3,1,5780
123,46,4,5,11,6,12,29,23,2,5,1,1,5349
123,50,1,6,4,7,5,15,10,3,5,4,2,4608
267,58,4,5,3,2,3,4,26,5,3,2,1,5524
123,67,3,6,4,7,5,8,8,2,1,3,1,5099
267,26,2,6,6,3,6,4,10,6,7,3,1,5485
552,70,1,2,1,6,2,25,27,6,5,2,1,943
361,23,1,3,7,5,7,2,4,4,5,3,1,11658
543,69,2,2,2,7,3,5,25,2,2,1,1,2205
712,66,3,1,5,2,6,22,23,2,7,1,2,1232
712,31,1,4,2,1,2,4,1,3,1,3,1,1383
354,33,4,2,6,4,6,2,14,2,1,3,2,7568
883,21,1,6,1,2,2,24,13,3,7,4,2,1829
123,34,3,1,5,6,5,5,25,4,1,2,1,5416
982,43,4,6,4,3,4,11,7,5,7,1,2,4947
552,38,4,7,7,7,7,14,7,4,1,3,1,995
354,53,3,7,8,6,9,27,9,5,6,4,1,6913
123,60,4,1,5,2,6,8,29,1,3,4,2,4889
883,39,4,5,12,2,1,25,19,2,4,2,2,1462
267,50,2,6,1,6,2,28,20,7,6,2,1,5140
982,32,1,7,4,2,5,16,6,5,5,2,1,4854
361,65,3,1,1,7,1,13,27,6,6,2,1,11310
123,35,2,1,11,7,12,20,28,5,3,2,1,5169
354,23,2,4,8,2,8,5,9,1,7,4,2,6041
543,45,4,2,5,1,6,20,3,5,5,2,1,2663
354,43,1,6,4,3,5,25,15,3,2,2,1,7567
362,24,3,6,3,2,3,3,25,4,2,1,1,2009
354,54,3,7,6,3,6,3,1,7,7,4,1,6568
354,28,3,6,11,6,12,28,8,4,4,2,1,6124
712,50,1,1,10,5,11,4,12,6,1,2,2,1255
982,36,4,6,8,5,8,6,16,7,1,1,1,4083
354,26,1,2,10,3,11,22,28,4,4,3,2,7119
267,30,2,5,9,1,9,17,21,1,3,2,2,5194
362,58,1,4,7,2,8,26,5,2,3,3,1,2435
354,28,1,3,5,3,5,7,13,1,4,4,1,6767
883,27,3,5,6,6,6,1,17,2,1,2,1,1881
712,34,4,7,4,7,5,21,15,1,4,1,2,1142
552,45,4,1,9,2,10,15,27,2,3,4,1,982
543,50,1,7,5,5,5,12,30,7,7,3,2,2558
712,20,3,3,2,6,3,30,15,6,3,1,2,1183
712,54,3,6,7,6,7,7,16,1,7,3,2,1266
267,23,1,2,1,5,2,24,21,5,7,3,2,5115
712,22,1,7,11,1,11,1,14,6,1,3,1,1390
354,44,3,2,12,6,12,18,17,2,4,1,1,6437
543,28,2,7,10,5,10,19,23,2,4,1,2,2206
883,66,3,4,5,2,5,12,13,2,1,3,1,1822
361,30,4,4,3,2,3,12,5,3,7,3,2,11579
361,31,4,1,10,7,11,13,9,6,5,2,1,11500
982,57,1,2,3,3,4,22,19,1,1,2,2,4829
552,24,3,6,10,5,10,20,19,6,5,1,2,724
267,32,3,2,2,1,3,27,12,6,2,3,1,5336
982,47,3,7,7,4,8,25,1,4,4,2,2,3730
123,23,2,2,5,1,6,27,30,4,3,4,1,4930
354,42,1,4,3,6,4,30,10,3,6,1,1,7052
552,39,1,4,4,5,5,29,17,2,4,1,2,956
543,47,4,7,5,4,6,18,7,2,1,3,2,2665
267,66,3,3,4,4,4,1,2,2,4,1,2,5297
354,32,1,7,7,4,8,25,9,6,2,3,1,6116
712,46,3,6,12,5,1,27,25,2,6,3,1,1002
123,52,2,5,10,6,11,29,13,7,6,3,2,5313
361,59,2,6,1,2,2,24,29,2,3,4,1,11960
354,40,2,6,2,4,3,19,12,1,6,2,1,7514
123,70,4,3,3,6,4,24,4,6,1,4,2,4701
362,50,2,3,5,7,5,11,1,2,1,4,1,2213
123,20,4,4,6,5,6,1,11,5,5,3,1,5333
712,50,2,2,5,3,5,15,20,5,3,2,2,1494
543,70,2,4,8,5,9,8,17,6,7,3,1,2390
543,35,4,7,5,1,5,1,30,4,6,4,2,2153
883,54,3,3,7,4,7,1,13,6,6,2,1,1010
361,68,4,4,9,1,9,4,30,3,2,4,2,11131
883,37,2,3,9,6,10,17,19,3,5,1,2,1610
883,56,2,7,3,6,3,20,13,7,5,4,2,1955
267,27,2,3,2,3,3,28,5,5,2,2,2,5320
712,39,4,5,12,4,12,6,2,5,3,2,1,1123
982,53,1,2,5,1,6,20,14,3,1,3,2,4438
883,57,1,2,7,3,7,15,5,3,4,3,2,1029
883,55,1,6,12,5,1,13,3,5,5,1,2,1018
982,31,2,5,4,6,5,29,26,1,7,4,2,3995
123,35,2,2,2,2,3,20,5,6,5,2,2,4581
552,42,2,3,8,7,8,11,15,2,5,4,2,608
362,33,3,4,2,5,3,28,17,1,4,1,2,1743
712,55,1,6,7,5,7,13,14,2,5,3,1,1075
982,53,2,3,11,5,11,9,16,7,1,2,2,4992
883,49,1,2,11,2,12,28,30,3,3,2,1,1249
361,41,3,4,10,1,11,25,23,2,1,2,1,11979
712,29,1,7,9,6,10,27,7,2,7,4,2,1269
123,59,4,4,8,7,8,10,24,6,3,3,1,4807
982,45,1,3,9,7,9,4,14,6,5,2,1,4372
883,45,4,1,7,2,7,8,28,4,5,1,2,1834
982,67,1,6,5,5,6,20,12,4,5,2,2,4062
354,51,1,6,4,1,5,16,12,6,4,1,2,6110
267,40,1,3,7,4,7,1,20,6,4,3,1,5620
362,35,2,6,12,7,1,22,24,4,5,3,2,2016
354,32,2,6,9,4,9,12,10,5,3,1,1,6037
267,34,3,6,2,2,2,17,22,7,1,2,2,5790
267,57,1,3,1,1,1,5,13,3,6,3,2,5466
362,69,3,4,12,1,1,4,13,2,1,4,1,2128
267,40,3,2,6,7,7,12,4,2,1,4,1,5043
361,52,3,1,5,4,6,24,21,6,7,3,2,11883
883,48,3,5,3,4,4,27,13,6,1,2,2,1296
362,43,4,6,2,2,3,16,1,2,7,3,1,2419
982,70,3,1,8,1,9,28,3,2,2,4,2,3221
543,34,4,4,12,5,1,29,24,4,7,1,2,2941
712,51,3,6,10,4,10,26,4,3,7,4,2,1176
123,52,1,4,6,5,7,22,20,3,6,1,2,5192
543,29,3,2,10,1,10,6,16,5,4,4,1,2244
362,44,2,6,8,7,9,15,16,1,5,2,2,1645
712,66,3,5,3,7,4,23,22,3,3,4,1,1015
552,61,4,7,6,7,6,7,27,2,2,1,2,738
552,36,3,5,3,1,3,17,3,6,4,1,1,532
982,65,3,5,3,2,4,18,1,2,7,3,2,3843
123,67,1,6,2,2,3,24,13,7,2,4,2,4933
354,68,4,6,3,7,3,15,6,4,6,3,1,7627
982,68,4,1,2,2,2,1,6,7,6,3,1,4198
543,49,2,5,10,1,11,24,12,7,6,1,2,2107
362,62,4,7,5,3,5,3,16,4,6,4,2,2158
361,64,4,4,7,7,8,24,15,6,2,4,2,11857
982,26,2,3,4,6,4,10,12,7,1,3,2,4511
552,30,1,1,1,3,2,30,17,7,4,1,2,606
982,24,1,2,4,3,4,8,14,4,7,2,2,4845
552,65,1,6,11,7,11,1,22,2,7,4,2,509
883,20,4,2,9,3,10,29,23,7,3,3,1,1414
267,64,3,1,2,1,3,21,20,2,5,4,1,5968
362,20,2,3,11,3,11,7,15,2,6,4,1,2426
267,36,3,3,8,4,8,15,6,5,1,3,2,5562
362,54,3,3,12,4,1,22,16,5,1,2,2,2354
362,27,1,1,2,2,2,1,19,6,1,3,1,2352
267,25,2,6,10,7,10,1,3,7,3,4,2,5835
361,34,2,7,3,3,4,10,3,3,1,1,2,11242
354,23,4,5,10,6,11,29,10,2,5,3,2,7842
123,32,1,3,10,5,10,9,10,4,5,3,2,4707
361,47,1,5,1,4,1,6,30,6,3,3,2,11461
712,22,3,3,4,2,5,13,11,3,7,2,1,1338
354,28,4,1,12,5,12,11,30,6,2,2,2,6314
362,46,2,5,4,4,5,20,1,3,3,3,2,1604
354,22,1,5,8,7,9,30,5,3,5,4,2,7645
123,38,2,3,2,3,3,21,8,2,6,3,1,4562
267,24,2,6,6,3,6,11,10,7,4,3,1,5789
712,32,2,4,2,6,2,23,24,4,7,4,1,1161
543,32,1,4,3,6,3,9,23,4,5,2,1,2105
883,35,3,5,1,7,2,30,22,6,3,4,1,1962
123,27,3,5,9,1,9,17,14,3,6,3,2,5012
123,23,1,1,5,4,5,3,26,1,4,3,1,5417
361,49,3,5,3,2,4,11,27,4,4,4,1,11987
712,47,3,3,10,4,10,1,12,2,3,4,2,1101
362,49,2,2,7,4,8,30,16,4,1,4,1,1688
361,43,1,6,5,5,6,13,16,6,2,4,1,11729
267,37,4,7,4,7,5,28,23,1,3,2,2,5601
361,32,3,2,3,5,3,3,16,1,1,3,1,11496
552,53,4,7,6,5,7,26,1,1,2,2,2,853
354,55,4,5,9,4,9,20,18,2,4,4,2,6705
267,20,1,7,9,1,9,1,4,7,6,2,2,5171
552,59,4,2,10,6,11,25,28,1,5,4,2,842
267,34,2,4,5,6,5,9,17,6,7,4,1,5286
123,68,4,5,9,6,10,15,3,2,6,4,1,4839
354,58,3,4,9,5,10,22,7,6,7,2,2,6969
354,52,1,7,1,2,2,16,22,4,6,4,2,7071
552,28,1,6,2,4,3,4,20,4,4,3,2,966
552,48,4,1,9,3,10,30,24,6,6,1,2,672
982,66,4,4,6,3,7,20,27,7,4,1,2,3530
982,47,2,2,9,1,10,13,11,4,2,2,1,3583
982,23,1,6,2,4,2,5,20,4,3,3,1,3857
543,52,3,1,10,4,10,17,13,3,2,1,1,2425
354,67,1,1,5,5,6,25,3,3,4,4,1,7454
123,25,2,2,12,7,12,5,28,2,2,1,2,4959
361,34,1,5,7,4,8,20,9,2,7,2,2,11850
552,33,3,5,6,5,7,21,6,7,1,4,2,711
267,50,3,6,11,1,11,2,21,6,1,3,2,5207
552,51,3,4,6,2,6,26,25,5,5,2,2,801
552,41,4,1,11,1,11,7,15,1,7,1,1,850
552,36,3,4,3,1,3,4,8,3,4,2,1,786
552,47,1,4,2,6,2,2,18,3,3,4,1,906
267,38,1,3,9,6,10,10,23,3,4,2,1,5367
362,58,1,3,9,7,10,25,6,1,5,4,2,2379
712,35,2,5,7,6,7,8,16,3,5,3,2,1286
552,51,4,3,11,7,12,18,4,5,1,3,2,874
883,36,2,4,12,7,12,24,28,6,3,1,1,1140
123,63,4,5,12,1,12,3,25,4,7,2,2,5148
267,46,4,3,3,3,4,21,14,1,4,1,2,5204
362,45,3,6,7,3,7,25,14,1,3,2,2,1831
883,48,1,5,11,2,11,11,12,1,6,1,2,1016
354,68,2,4,6,4,6,7,27,3,3,4,1,7952
712,35,4,3,2,1,3,26,12,1,6,2,2,1086
543,45,1,5,5,4,5,13,19,7,1,3,2,2224
982,68,2,2,1,3,2,29,23,5,4,2,1,4940
552,67,1,1,2,6,2,5,22,7,3,4,1,600
267,36,3,5,6,3,6,5,21,3,2,3,2,5284
543,26,3,1,8,2,9,29,13,5,6,2,1,2408
362,20,1,5,7,4,7,13,12,5,3,4,2,1916
552,61,3,5,7,4,8,27,21,4,6,2,1,737
123,28,4,5,1,2,1,18,7,4,2,2,2,4802
267,24,3,4,4,4,4,7,1,6,4,2,2,5088
883,58,1,3,6,3,6,14,28,7,1,4,2,1999
552,70,1,6,11,6,12,14,7,4,2,4,1,811
552,24,3,1,12,7,12,6,2,2,3,1,2,557
712,39,4,3,8,4,9,8,24,1,3,4,2,1168
543,65,2,5,2,7,2,2,28,3,7,3,1,2100
712,30,2,6,11,6,11,7,18,3,3,1,2,1188
982,70,4,4,11,5,12,22,10,4,4,3,2,3786
982,40,1,6,6,6,6,7,25,6,4,1,2,3578
123,67,2,3,1,2,2,27,5,7,3,2,1,5121
543,67,4,5,4,5,5,28,20,3,5,4,2,2407
712,49,1,6,7,1,7,16,5,5,3,1,2,1202
123,64,2,5,9,6,9,1,11,1,2,2,1,4759
883,31,4,4,5,2,6,26,12,7,3,1,1,1083
123,60,4,5,4,5,4,7,2,7,2,1,1,5229
361,53,3,3,2,4,2,8,29,1,3,1,2,11395
552,56,1,7,6,4,6,4,10,7,6,3,2,775
883,39,1,2,12,6,1,18,22,3,6,2,1,1573
354,31,1,2,8,4,8,23,24,7,5,3,1,7247
552,53,3,5,3,4,3,27,26,2,7,1,2,834
267,33,4,2,12,7,12,12,6,6,5,4,1,5478
883,70,4,4,8,1,8,11,4,1,6,4,1,1204
361,70,2,3,2,1,2,5,28,3,3,4,1,11210
552,21,1,3,10,1,11,26,21,1,6,1,2,774
123,35,4,1,3,3,4,30,2,2,6,1,1,5193
982,57,4,7,6,2,6,16,11,6,5,2,2,4221
552,30,4,7,4,2,5,23,27,5,7,4,1,833
982,20,4,2,9,6,10,11,3,7,3,4,1,4010
354,27,4,4,11,7,11,3,15,4,6,1,1,6089
883,44,2,3,12,4,12,8,8,4,4,1,1,1485
982,25,1,2,7,2,8,14,17,4,2,4,1,3812
552,58,4,1,3,7,3,13,17,7,2,4,1,945
267,50,1,2,4,4,4,16,2,2,2,2,2,5268
712,41,2,6,4,1,5,9,20,7,7,4,2,1484
123,69,2,1,7,4,8,24,29,4,2,1,1,5057
123,41,3,1,6,3,7,9,21,1,5,4,2,4931
712,62,3,4,3,1,3,4,13,3,5,2,2,1406
552,62,3,6,7,5,8,27,27,7,6,4,2,985
543,41,4,6,4,6,5,21,28,2,6,2,2,2481
552,40,2,5,5,3,5,5,25,5,7,1,2,584
982,38,4,1,6,7,6,6,18,5,3,2,1,3413
883,45,4,3,8,7,8,11,5,2,7,3,1,1272
354,56,3,4,4,4,5,28,4,7,3,2,1,6320
123,21,4,5,9,1,9,24,21,7,5,1,1,4895
883,33,3,6,11,6,12,14,7,5,3,1,2,1641
982,51,3,1,10,1,10,14,11,2,7,1,2,4350
361,32,2,2,9,7,9,12,27,5,2,4,2,11755
712,66,1,1,11,1,12,21,20,1,4,1,1,1340
883,33,4,7,1,1,2,22,24,2,3,3,2,1404
123,53,3,6,7,4,7,26,19,7,7,2,1,5401
712,20,4,6,7,4,8,19,1,7,6,1,1,1488
267,52,1,7,7,1,8,22,20,5,4,2,1,5543
543,45,2,3,5,5,5,9,5,5,7,2,2,2532
267,35,1,3,10,3,10,14,13,7,3,2,2,5393
712,26,2,2,7,7,8,26,6,4,5,2,1,1155
883,33,1,5,9,1,9,17,19,7,2,1,2,1958
354,25,1,2,5,2,6,14,28,5,2,2,1,7952
883,29,2,4,3,2,3,19,23,1,3,3,2,1960
712,27,4,6,10,7,11,29,5,7,3,3,2,1357
354,65,3,6,5,1,6,30,22,7,1,4,2,7462
267,41,1,6,10,7,10,1,17,3,4,1,1,5684
123,54,1,1,7,1,8,7,16,4,1,3,2,4668
267,34,1,6,12,3,1,25,29,4,1,3,2,5441
354,24,1,3,9,6,9,3,3,1,2,3,1,7435
123,46,2,6,1,3,2,18,1,5,4,1,2,5147
362,40,2,2,6,4,6,16,2,2,4,1,2,1760
982,52,2,3,11,6,12,10,8,2,5,3,2,3360
267,46,3,5,10,4,11,20,27,6,6,4,1,5204
552,42,4,6,6,5,7,20,11,7,2,1,1,636
982,62,3,3,12,3,12,7,23,2,5,4,2,3453
883,42,4,3,5,4,5,22,19,1,7,1,2,1063
362,46,4,5,4,7,4,9,20,2,1,3,1,2114
354,61,3,4,1,4,1,14,5,1,7,4,1,7794
